Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
A novel complementary frequency selective surface for satellite communication,"Silva, B.S.D.| Campos, A.L.P.S.",2,57201122272| 16309023400,2017,2017-11-27,"SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference, IMOC 2017",2017-,-,1-4,-,-,21100854698,Conference Proceeding,-,-,-,-,-,-,0.29,6,0,0.0,2.18,78,74,0,"Silva, B.S.D., Campos, A.L.P.S. (2017).A novel complementary frequency selective surface for satellite communication. SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference, IMOC 2017,2017-1-4",https://www.scopus.com/record/display.url?eid=2-s2.0-85043483000&origin=resultslist,10.1109/IMOC.2017.8121031,Conference Paper,,2-s2.0-85043483000,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57201122272,16309023400,-,-,Brazil,1705| 3105| 3107,"Computer Networks and Communications| Instrumentation| Atomic and Molecular Physics, and Optics",-,"Antennas,Slot Antennas,Microwave Antennas",55,"Frequency Selective Surfaces,Radomes,Polarization",3944,93.043,96.63
An unsupervised TinyML approach applied for pavement anomalies detection under the internet of intelligent vehicles,"Andrade, P.| Silva, I.| Signoretti, G.| Silva, M.| Dias, J.| Marques, L.| Costa, D.G.",7,57225443488| 36537969500| 57192920994| 57207807053| 57210464371| 57226595940| 35519411300,2021,2021-06-07,"2021 IEEE International Workshop on Metrology for Industry 4.0 and IoT, MetroInd 4.0 and IoT 2021 - Proceedings",-,-,642-647,9488546,-,21101055102,Conference Proceeding,-,-,-,-,-,-,5.99,34,0,0.0,0.25,46,46,0,"Andrade, P., Silva, I., Signoretti, G. and 4 more (...) (2021).An unsupervised TinyML approach applied for pavement anomalies detection under the internet of intelligent vehicles. 2021 IEEE International Workshop on Metrology for Industry 4.0 and IoT, MetroInd 4.0 and IoT 2021 - Proceedings,642-647",https://www.scopus.com/record/display.url?eid=2-s2.0-85112074895&origin=resultslist,10.1109/MetroInd4.0IoT51437.2021.9488546,Conference Paper,,2-s2.0-85112074895,-,Universidade Estadual de Feira de Santana| Universidade Federal do Rio Grande do Norte,2,60023857| 60013906,Universidade Federal do Rio Grande do Norte| Universidade Estadual de Feira de Santana,57225443488,35519411300,57225443488| 36537969500| 57192920994| 57207807053| 57210464371| 57226595940,-,Brazil,1705| 1711| 2209| 3105,Computer Networks and Communications| Signal Processing| Industrial and Manufacturing Engineering| Instrumentation,-,"Asphalt,Pavements,Asphalt Pavements",389,"Crack,Pavements,Roads",17643,87.826,97.532
Comprehensive analysis of the fault inception angle influence in fault-induced traveling waves,"Azevedo, S.S.B.| França, R.L.S.| Campos, J.T.L.S.| Costa, F.B.",4,57203003645| 57203003614| 56682493500| 22333585200,2021,2021-06-01,Electric Power Systems Research,195,-,-,107161,ISSN-03787796,16044,Journal,-,14,-,15,-,18,0.39,5,0,0.0,2.32,46,46,0,"Azevedo, S.S.B., França, R.L.S., Campos, J.T.L.S. and 1 more (...) (2021).Comprehensive analysis of the fault inception angle influence in fault-induced traveling waves. Electric Power Systems Research,195",https://www.scopus.com/record/display.url?eid=2-s2.0-85102904572&origin=resultslist,10.1016/j.epsr.2021.107161,Article,,2-s2.0-85102904572,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57203003645,22333585200,57203003645,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,-,"Electric Fault Location,Electric Lines,Electric Power Distribution",407,"Electric Fault Location,Fault Detection,Power Lines",1374,64.883,97.068
Lyapunov-based continuous-time nonlinear control using deep neural network applied to underactuated systems,"Rego, R.C.B.| de Araújo, F.M.U.",2,57216762803| 35316777100,2022,2022-01-01,Engineering Applications of Artificial Intelligence,107,-,-,104519,ISSN-09521976,24182,Journal,-,-,-,10,-,14,2,17,0,0.0,0.28,16,15,0,"Rego, R.C.B., de Araújo, F.M.U. (2022).Lyapunov-based continuous-time nonlinear control using deep neural network applied to underactuated systems. Engineering Applications of Artificial Intelligence,107",https://www.scopus.com/record/display.url?eid=2-s2.0-85118488743&origin=resultslist,10.1016/j.engappai.2021.104519,Article,,2-s2.0-85118488743,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57216762803,35316777100,57216762803,-,Brazil,1702| 2207| 2208,Artificial Intelligence| Control and Systems Engineering| Electrical and Electronic Engineering,-,"Control,Controllers,Linear Matrix Inequalities",9,"Domain of Attraction,Lyapunov Functions,Nonlinear Dynamics",17500,97.592,85.647
Improvements on Power Flow Control of Voltage-Source-Based Grid-Supporting Converter by Using Virtual Impedance Concept,"Cardoso, L.S.| De Rocha, T.O.A.| Ribeiro, R.L.A.| Pinheiro, J.R.| Neto, J.R.D.",5,57215349768| 57215342417| 7202534599| 7102840600| 57215314720,2019,2019-09-01,"2019 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT Latin America 2019",-,-,-,8895433,-,21100963208,Conference Proceeding,-,-,-,-,-,-,0.67,8,0,0.0,2.09,74,74,0,"Cardoso, L.S., De Rocha, T.O.A., Ribeiro, R.L.A. and 2 more (...) (2019).Improvements on Power Flow Control of Voltage-Source-Based Grid-Supporting Converter by Using Virtual Impedance Concept. 2019 IEEE PES Conference on Innovative Smart Grid Technologies, ISGT Latin America 2019,",https://www.scopus.com/record/display.url?eid=2-s2.0-85075735277&origin=resultslist,10.1109/ISGT-LA.2019.8895433,Conference Paper,,2-s2.0-85075735277,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57215349768,57215314720,-,-,Brazil,1702| 2102| 2105| 2208| 2606,"Artificial Intelligence| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Control and Optimization",SDG 7,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Grid,Power Sharing,Inverters",304,98.462,99.876
Convoluted Frequency Selective Surface with Dual and Trial-Band Response,"De Sousa, T.R.| Mamedes, D.F.| D'Assuncao, A.G.| Da Silva Neto, V.P.",4,57188984235| 56884762100| 57208902469| 57423581000,2021,2021-01-01,"2021 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference, IMOC 2021",-,-,-,-,-,21101073696,Conference Proceeding,-,-,-,-,-,-,0.2,1,0,0.0,0.19,46,46,0,"De Sousa, T.R., Mamedes, D.F., D'Assuncao, A.G. and 1 more (...) (2021).Convoluted Frequency Selective Surface with Dual and Trial-Band Response. 2021 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference, IMOC 2021,",https://www.scopus.com/record/display.url?eid=2-s2.0-85123355287&origin=resultslist,10.1109/IMOC53012.2021.9624876,Conference Paper,,2-s2.0-85123355287,-,University of Victoria BC| Universidade Federal do Rio Grande do Norte,2,60023857| 60003122,Universidade Federal do Rio Grande do Norte| University of Victoria,57188984235,57423581000,-,-,Brazil| Canada,1705| 1711| 2504| 3105| 3107,"Computer Networks and Communications| Signal Processing| Electronic, Optical and Magnetic Materials| Instrumentation| Atomic and Molecular Physics, and Optics",-,"Antennas,Slot Antennas,Microwave Antennas",55,"Frequency Selective Surfaces,Radomes,Polarization",3944,93.043,96.63
Discovering temporal scientometric knowledge in COVID-19 scholarly production,"Santos, B.S.| Silva, I.| Lima, L.| Endo, P.T.| Alves, G.| Ribeiro-Dantas, M.C.",6,57201699421| 36537969500| 57216244660| 36160299900| 57208820417| 57216800195,2022,2022-03-01,Scientometrics,127,3,1609-1642,-,ISSN-01389130,24222,Journal,-,-,-,5,-,9,3.85,17,0,0.0,0.19,16,15,0,"Santos, B.S., Silva, I., Lima, L. and 3 more (...) (2022).Discovering temporal scientometric knowledge in COVID-19 scholarly production. Scientometrics,127(3) 1609-1642",https://www.scopus.com/record/display.url?eid=2-s2.0-85123071026&origin=resultslist,10.1007/s11192-021-04260-y,Article,Bronze|Green,2-s2.0-85123071026,-,Université PSL| Universidade de Pernambuco| CNRS| Sorbonne Université| Universidade Federal de Sergipe| Universidade Federal do Rio Grande do Norte| Institut Curie,7,60023857| 60003079| 60023857| 60021980| 60105742| 60105742| 60105742| 60105742| 60030640| 60030640| 60001422,Universidade Federal do Rio Grande do Norte| Universidade Federal de Sergipe| Universidade Federal do Rio Grande do Norte| Universidade de Pernambuco| Laboratoire Physico-Chimie Curie| Laboratoire Physico-Chimie Curie| Laboratoire Physico-Chimie Curie| Laboratoire Physico-Chimie Curie| Institut Curie| Institut Curie| Sorbonne Universite,57201699421,57216800195,57201699421,-,France| Brazil,1706| 3300| 3309,Computer Science Applications| General Social Sciences| Library and Information Sciences,SDG 3,"COVID-19,SARS-CoV-2,Coronavirus",1500,"Scholarly Publishing,Scientometrics,COVID-19",1151031,100,97.315
Real-time wavelet-based adaptive algorithm for low inertia AC microgrids power measurements,"Alves, D.K.| Ribeiro, R.L.A.| Silveira, L.F.D.Q.| Rocha, T.D.O.A.",4,56597608500| 57482259600| 56363591700| 55570200500,2022,2022-09-01,International Journal of Electrical Power and Energy Systems,140,-,-,108043,ISSN-01420615,17985,Journal,-,-,-,14,-,14,1.13,5,0,0.0,0.3,16,15,0,"Alves, D.K., Ribeiro, R.L.A., Silveira, L.F.D.Q. and 1 more (...) (2022).Real-time wavelet-based adaptive algorithm for low inertia AC microgrids power measurements. International Journal of Electrical Power and Energy Systems,140",https://www.scopus.com/record/display.url?eid=2-s2.0-85126011754&origin=resultslist,10.1016/j.ijepes.2022.108043,Article,,2-s2.0-85126011754,-,Universidade Federal Rural de Pernambuco,1,60000958| 127824142| 127824682,Universidade Federal Rural de Pernambuco| CT - DEE| CT - DCA,56597608500,55570200500,56597608500,-,Brazil,2102| 2208,Energy Engineering and Power Technology| Electrical and Electronic Engineering,SDG 14,"Electric Potential,Electric Inverters,DC-DC Converters",13,"Power Quality,S-Transform,Stockwell Transform",2522,98.462,96.098
A Survey on Continuing Education of Teachers in Educational Robotics,"Oliveira, D.S.| Garcia, L.T.D.S.| Goncalves, L.M.G.",3,57221814168| 57426573300| 8843298100,2021,2021-01-01,"2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021",-,-,348-353,-,-,21101073925,Conference Proceeding,-,-,-,-,-,-,0.58,3,0,0.0,0.24,46,46,0,"Oliveira, D.S., Garcia, L.T.D.S., Goncalves, L.M.G. (2021).A Survey on Continuing Education of Teachers in Educational Robotics. 2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021,348-353",https://www.scopus.com/record/display.url?eid=2-s2.0-85123474913&origin=resultslist,10.1109/LARS/SBR/WRE54079.2021.9605366,Conference Paper,,2-s2.0-85123474913,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57221814168,8843298100,-,-,Brazil,1702| 1709| 2210| 2606| 2611| 3304,Artificial Intelligence| Human-Computer Interaction| Mechanical Engineering| Control and Optimization| Modeling and Simulation| Education,-,"Students,Teaching,Education; Computer Science",559,"Education,Lego,Robotics",8173,65.217,96.736
Perspectives on the use of educational robotics in health: A systematic review,"Albuquerque, E.A.Y.| Pereira, F.A.| Revoredo, S.| Gonçalves, L.M.G.| Moura, L.| Sá, S.T.L.",6,57205730944| 57205732937| 57205733476| 8843298100| 57205725768| 57193607830,2018,2018-12-24,"Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018",-,-,610-616,8588616,-,21100897936,Conference Proceeding,-,-,-,-,-,-,1.76,27,0,0.0,4.16,77,75,0,"Albuquerque, E.A.Y., Pereira, F.A., Revoredo, S. and 3 more (...) (2018).Perspectives on the use of educational robotics in health: A systematic review. Proceedings - 15th Latin American Robotics Symposium, 6th Brazilian Robotics Symposium and 9th Workshop on Robotics in Education, LARS/SBR/WRE 2018,610-616",https://www.scopus.com/record/display.url?eid=2-s2.0-85061316666&origin=resultslist,10.1109/LARS/SBR/WRE.2018.00110,Conference Paper,,2-s2.0-85061316666,-,Universidade Federal do Rio Grande do Norte,1,60023857| 112659637,Universidade Federal do Rio Grande do Norte| Federal Institute of Rio Grande do Norte,57205730944,57193607830,-,-,Brazil,1702| 2606| 3304,Artificial Intelligence| Control and Optimization| Education,-,"Students,Teaching,Education; Computer Science",559,"Education,Lego,Robotics",8173,65.217,96.736
Inset-fed rectangular microstrip antenna optimized by genetic algorithm,"de Sena, F.D.C.B.| da Silva, J.P.| Pereira, J.P.P.| Guimarães, Á.O.",4,57192064454| 8776554000| 56573283600| 57040578700,2017,2017-01-01,Microwave and Optical Technology Letters,59,1,105-109,-,ISSN-08952477,12250,Journal,0.6,56,1.7,49,0.273,51,0.59,15,0,0.0,9.96,78,74,0,"de Sena, F.D.C.B., da Silva, J.P., Pereira, J.P.P. and 1 more (...) (2017).Inset-fed rectangular microstrip antenna optimized by genetic algorithm. Microwave and Optical Technology Letters,59(1) 105-109",https://www.scopus.com/record/display.url?eid=2-s2.0-84996553965&origin=resultslist,10.1002/mop.30231,Article,,2-s2.0-84996553965,-,Universidade Federal do Rio Grande do Norte,1,60023857| 113771642| 112801785,Universidade Federal do Rio Grande do Norte| IFRN| Federal Rural University of the Semi-Arid Region,57192064454,57040578700,57192064454,-,Brazil,2208| 2504| 3104| 3107,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",-,"Antennas,Slot Antennas,Microwave Antennas",55,"Bandwidth,Resonant Frequencies,Equilateral",9536,93.043,69.757
GPU Support for Automatic Generation of Finite-Differences Stencil Kernels,"Rodrigues, V.H.M.| Cavalcante, L.| Pereira, M.B.| Luporini, F.| Reguly, I.| Gorman, G.| de Souza, S.X.",7,57215564150| 57215564751| 57215565293| 55633811300| 55334898200| 7006333294| 7801645972,2020,2020-01-01,Communications in Computer and Information Science,1087,-,230-244,-,ISSN-18650929,17700155007,Book Series,0.32,79,0.8,70,0.16,81,0.34,4,0,0.0,1.29,68,68,0,"Rodrigues, V.H.M., Cavalcante, L., Pereira, M.B. and 4 more (...) (2020).GPU Support for Automatic Generation of Finite-Differences Stencil Kernels. Communications in Computer and Information Science,1087230-244",https://www.scopus.com/record/display.url?eid=2-s2.0-85081180657&origin=resultslist,10.1007/978-3-030-41005-6_16,Conference Paper,Green,2-s2.0-85081180657,-,Peter Pazmany Catholic University| Imperial College London| Universidade Federal do Rio Grande do Norte,3,60023857| 60015150| 60007562,Universidade Federal do Rio Grande do Norte| Imperial College London| Pazmany Peter Katolikus Egyetem,57215564150,7801645972,57215564150,-,United Kingdom| Hungary| Brazil,1700| 2600,General Computer Science| General Mathematics,-,"Data Storage Equipment,Program Processors,Applications",92,"Program Processors,Sparse Matrix,Many-Core",20094,78.06,90.241
The Covering-Assignment Problem for Swarm-powered Ad-hoc Clouds: A Distributed 3D Mapping Use-case,"Costa, L.R.| Aloise, D.| Gianoli, L.G.| Lodi, A.",4,57194633011| 12759644500| 50261662200| 7004984600,2020,2020-01-01,IEEE Internet of Things Journal,-,-,-,-,ISSN-23274662,21100338350,Journal,3.12,3,14.9,1,2.075,3,0.1,2,0,0.0,6.51,68,68,0,"Costa, L.R., Aloise, D., Gianoli, L.G. and 1 more (...) (2020).The Covering-Assignment Problem for Swarm-powered Ad-hoc Clouds: A Distributed 3D Mapping Use-case. IEEE Internet of Things Journal,",https://www.scopus.com/record/display.url?eid=2-s2.0-85096850076&origin=resultslist,10.1109/JIOT.2020.3039261,Article,Green,2-s2.0-85096850076,-,University of Montreal| Polytechnique Montreal,2,60019141| 60019141| 60019141| 60019141| 122274445,Polytechnique Montréal| Polytechnique Montréal| Polytechnique Montréal| Polytechnique Montréal| Humanitas Solutions,57194633011,7004984600,-,-,Canada,1705| 1706| 1708| 1710| 1711,Computer Networks and Communications| Computer Science Applications| Hardware and Architecture| Information Systems| Signal Processing,-,"Wireless Sensor Networks,Sensor Nodes,Routing Protocols",27,"Drone,Unmanned Aerial Vehicles,Base Stations",21868,97.726,99.883
Performance Analysis of Handover Strategies in the 3GPP Small Cell Scenario,"De Brito Guerra, T.C.| Dantas, Y.R.| De Sousa, V.A.",3,57205585610| 57205583929| 6603844872,2018,2018-12-04,"Proceedings - 2017 International Conference on Computational Science and Computational Intelligence, CSCI 2017",-,-,685-690,8560876,-,21100896385,Conference Proceeding,-,-,-,-,-,-,0.69,9,0,0.0,3.73,77,75,0,"De Brito Guerra, T.C., Dantas, Y.R., De Sousa, V.A. (2018).Performance Analysis of Handover Strategies in the 3GPP Small Cell Scenario. Proceedings - 2017 International Conference on Computational Science and Computational Intelligence, CSCI 2017,685-690",https://www.scopus.com/record/display.url?eid=2-s2.0-85060657251&origin=resultslist,10.1109/CSCI.2017.118,Conference Paper,,2-s2.0-85060657251,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57205585610,6603844872,-,-,Brazil,1701| 1702| 1705| 1706| 2213,"Computer Science (miscellaneous)| Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Safety, Risk, Reliability and Quality",-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Femtocell,Heterogeneous Networks,Mobile Communication Systems",2635,97.793,93.066
Synthesis of new reconfigurable limited size FSS structures using an improved hybrid particle swarm optimization,"Lacouth, P.| D'Assunção, A.G.| Neto, A.G.",3,55395110800| 57208902469| 6603647208,2019,2019-01-01,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",18,2,157-172,-,ISSN-21791074,20500195068,Journal,0.45,70,1.3,65,0.206,67,0.49,9,0,0.0,9,74,74,0,"Lacouth, P., D'Assunção, A.G., Neto, A.G. (2019).Synthesis of new reconfigurable limited size FSS structures using an improved hybrid particle swarm optimization. Journal of Microwaves, Optoelectronics and Electromagnetic Applications,18(2) 157-172",https://www.scopus.com/record/display.url?eid=2-s2.0-85072251496&origin=resultslist,10.1590/2179-10742019v18i21550,Article,Gold|Green,2-s2.0-85072251496,-,Universidade Federal do Rio Grande do Norte,1,113022837| 60023857,Federal Institute of Paraíba| Universidade Federal do Rio Grande do Norte,55395110800,6603647208,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Antennas,Slot Antennas,Microwave Antennas",55,"Antenna Arrays,Sidelobes,Sparse",1086,93.043,95.135
A Novel Deep Neural Network Technique for Drug–Target Interaction,"de Souza, J.G.| Fernandes, M.A.C.| Barbosa, R.M.",3,55565274700| 7202947679| 56649607000,2022,2022-03-01,Pharmaceutics,14,3,-,625,ISSN-19994923,19700188360,Journal,-,-,-,32,-,12,0,0,0,0.0,0.17,16,15,0,"de Souza, J.G., Fernandes, M.A.C., Barbosa, R.M. (2022).A Novel Deep Neural Network Technique for Drug–Target Interaction. Pharmaceutics,14(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85126973023&origin=resultslist,10.3390/pharmaceutics14030625,Article,Gold|Green,2-s2.0-85126973023,-,University of Granada| Universidade Federal do Rio Grande do Norte,2,60023857| 60023857| 60027844| 60016224,"Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidad de Granada| Universidad de Granada, Facultad de Farmacia",55565274700,56649607000,7202947679| 56649607000,-,Spain| Brazil,3003,Pharmaceutical Science,-,"Quantitative Structure-Activity Relationship,Drug Discovery,Pharmaceutical Preparations",387,"Drug Repositioning,Polypharmacology,Bioinformatics",5819,84.281,99.589
Grating lobes suppression in frequency selective surfaces using electromagnetic band gap with square holes,"dos Santos Bezerra, T.| de Siqueira Campos, A.L.P.| de Andrade Lira, R.V.| Neto, A.G.",4,57220781551| 57211219391| 57201185741| 6603647208,2020,2020-12-01,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",19,4,510-521,-,ISSN-21791074,20500195068,Journal,0.61,61,1.9,60,0.214,69,0.26,4,0,0.0,5.91,68,68,0,"dos Santos Bezerra, T., de Siqueira Campos, A.L.P., de Andrade Lira, R.V. and 1 more (...) (2020).Grating lobes suppression in frequency selective surfaces using electromagnetic band gap with square holes. Journal of Microwaves, Optoelectronics and Electromagnetic Applications,19(4) 510-521",https://www.scopus.com/record/display.url?eid=2-s2.0-85097623144&origin=resultslist,10.1590/2179-10742020V19I4860,Article,Gold,2-s2.0-85097623144,-,Universidade Federal do Rio Grande do Norte,1,60023857| 121215831,Universidade Federal do Rio Grande do Norte| Federal Institute of Paraíba,57220781551,6603647208,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Antennas,Slot Antennas,Microwave Antennas",55,"Defected Ground Structures,Microstrip Filters,Compact",3977,93.043,84.974
Overview of alternative energy in brazil,"da Costa, A.H.X.| Vasconcelos, L.G.M.| Neto, J.T.| Salazar, A.O.",4,57203136140| 57211287233| 55569752100| 7102422753,2017,2017-04-01,Renewable Energy and Power Quality Journal,1,15,123-127,-,ISSN-2172038X,21100916460,Journal,0.25,80,-,-,-,-,0.37,12,0,0.0,13.05,78,74,0,"da Costa, A.H.X., Vasconcelos, L.G.M., Neto, J.T. and 1 more (...) (2017).Overview of alternative energy in brazil. Renewable Energy and Power Quality Journal,1(15) 123-127",https://www.scopus.com/record/display.url?eid=2-s2.0-85073377562&origin=resultslist,10.24084/repqj15.241,Article,Bronze,2-s2.0-85073377562,-,-,0,123300649| 123300649,UFRN-Campus Universitário Lagoa Nova| UFRN-Campus Universitário Lagoa Nova,57203136140,7102422753,-,-,Brazil,2102| 2105| 2208,"Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering",SDG 7| SDG 8,"Electricity,Energy,Economics",81,"Energy,Energy Poverty,Fuelwood",4331,99.264,99.389
Solution for interference in hotspot scenarios applying Q-learning on FFR-based ICIC techniques,"Diógenes Do Rego, I.| de Sousa, V.A.",2,57354214400| 6603844872,2021,2021-12-01,Sensors,21,23,-,7899,ISSN-14248220,130124,Journal,-,15,-,10,-,26,0.24,3,0,0.0,2.08,46,46,0,"Diógenes Do Rego, I., de Sousa, V.A. (2021).Solution for interference in hotspot scenarios applying Q-learning on FFR-based ICIC techniques. Sensors,21(23) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85119951950&origin=resultslist,10.3390/s21237899,Article,Gold|Green,2-s2.0-85119951950,34883907,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57354214400,6603844872,57354214400,-,Brazil,1303| 1602| 1710| 2208| 3105| 3107,"Biochemistry| Analytical Chemistry| Information Systems| Electrical and Electronic Engineering| Instrumentation| Atomic and Molecular Physics, and Optics",-,"Cognitive Radio,MIMO Systems,Orthogonal Frequency Division Multiplexing",3,"Heterogeneous Networks,LTE-advanced,Interference",31467,97.793,69.522
An Exact CP Approach for the Cardinality-Constrained Euclidean Minimum Sum-of-Squares Clustering Problem,"Haouas, M.N.| Aloise, D.| Pesant, G.",3,57211955582| 12759644500| 22734712200,2020,2020-01-01,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12296,-,256-272,-,ISSN-03029743,25674,Book Series,0.63,60,1.8,50,0.249,55,0.59,7,0,0.0,1.79,68,68,0,"Haouas, M.N., Aloise, D., Pesant, G. (2020).An Exact CP Approach for the Cardinality-Constrained Euclidean Minimum Sum-of-Squares Clustering Problem. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12296256-272",https://www.scopus.com/record/display.url?eid=2-s2.0-85092155109&origin=resultslist,10.1007/978-3-030-58942-4_17,Conference Paper,Green,2-s2.0-85092155109,-,University of Montreal| Polytechnique Montreal,2,60019141| 60019141,Polytechnique Montréal| Polytechnique Montréal,57211955582,22734712200,57211955582,-,Canada,1700| 2614,General Computer Science| Theoretical Computer Science,-,"Clustering Algorithms,Data Mining,Cluster Analysis",740,"Linear Ordering Problem,EREW PRAM,Constraint Programming",40518,46.02,52.258
Using micro-services and artificial intelligence to analyze images in criminal evidences,"Silva, I.| do Valle, J.M.| Souza, G.| Budke, J.| Araújo, D.| Carvalho, B.| Cacho, N.| Sales, H.| Lopes, F.| Silva Júnior, R.",10,36537969500| 57219344971| 57219337510| 57219340606| 55103744400| 57206512116| 17433450200| 57219336947| 57193516964| 57219344258,2021,2021-07-01,Forensic Science International: Digital Investigation,37,-,-,301197,ISSN-26662825,21101032719,Journal,-,9,-,-,-,-,0.83,8,0,0.0,1.19,46,46,0,"Silva, I., do Valle, J.M., Souza, G. and 7 more (...) (2021).Using micro-services and artificial intelligence to analyze images in criminal evidences. Forensic Science International: Digital Investigation,37",https://www.scopus.com/record/display.url?eid=2-s2.0-85112558044&origin=resultslist,10.1016/j.fsidi.2021.301197,Article,,2-s2.0-85112558044,-,Universidade Federal do Rio Grande do Norte,1,60023857| 126596131,Universidade Federal do Rio Grande do Norte| Ministério Público Do Rio Grande Do Norte,36537969500,57219344258,57219344971,-,Brazil,1706| 1710| 2734| 3308| 3607,Computer Science Applications| Information Systems| Pathology and Forensic Medicine| Law| Medical Laboratory Technology,SDG 16,"Computer Crime,Network Security,Intrusion Detection",218,"Digital Forensics,Cybercrime,Electronic Crime Countermeasures",2002,95.518,97.444
Impact of high-order CoI filters on the output signal noise of incremental converters,"Soares, A.W.A.| Catunda, S.Y.C.| Belfort, D.R.",3,56131176200| 6602674444| 24775112000,2019,2019-02-01,Microelectronics Journal,84,-,115-121,-,ISSN-00262692,9500153939,Journal,0.99,32,2.7,43,0.306,50,0.43,9,0,0.0,9.09,74,74,0,"Soares, A.W.A., Catunda, S.Y.C., Belfort, D.R. (2019).Impact of high-order CoI filters on the output signal noise of incremental converters. Microelectronics Journal,84115-121",https://www.scopus.com/record/display.url?eid=2-s2.0-85059934482&origin=resultslist,10.1016/j.mejo.2018.08.015,Article,,2-s2.0-85059934482,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,56131176200,24775112000,56131176200,-,Brazil,2208| 2504| 2508| 3104| 3107,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",-,"CMOS Integrated Circuits,Networks (Circuits),Amplifiers (Electronic)",355,"Analog-To-Digital Converter,Incremental,CMOS",64596,54.314,65.865
